"Gene ID","source_id","Product Description","Previous ID(s)"
"PF3D7_1035400","PF3D7_1035400.1","merozoite surface protein 3","Previous IDs: PF10_0345"
"PF3D7_1035500","PF3D7_1035500.1","merozoite surface protein 6","Previous IDs: PF10_0346"
"PF3D7_1035600","PF3D7_1035600.1","merozoite surface protein","Previous IDs: PF10_0347"
"PF3D7_1035700","PF3D7_1035700.1","duffy binding-like merozoite surface protein","Previous IDs: PF10_0348"
"PF3D7_1035800","PF3D7_1035800.1","probable protein, unknown function","Previous IDs: PF10_0350"
"PF3D7_1035900","PF3D7_1035900.1","probable protein, unknown function","Previous IDs: PF10_0351"
"PF3D7_1036000","PF3D7_1036000.1","merozoite surface protein 11","Previous IDs: PF10_0352"
"PF3D7_1036300","PF3D7_1036300.1","duffy binding-like merozoite surface protein 2","Previous IDs: PF10_0355"
"PF3D7_1036400","PF3D7_1036400.1","liver stage antigen 1","Previous IDs: 2296.t00397;PF10_0356"
"PF3D7_1036500","PF3D7_1036500.1","conserved Plasmodium protein, unknown function","Previous IDs: PF10_0357"
"PF3D7_1036600","PF3D7_1036600.1","conserved protein, unknown function, unspecified product","Previous IDs: PF10_0358;PF3D7_1036600.1;PF3D7_1036600.2"
"PF3D7_1036600","PF3D7_1036600.2","conserved protein, unknown function, unspecified product","Previous IDs: PF10_0358;PF3D7_1036600.1;PF3D7_1036600.2"
"PF3D7_1036700","PF3D7_1036700.1","phosducin-like protein 2, putative","Previous IDs: PF10_0359"
"PF3D7_1036800","PF3D7_1036800.1","acetyl-CoA transporter, putative","Previous IDs: PF10_0360"
"PF3D7_1036900","PF3D7_1036900.1","conserved Plasmodium protein, unknown function","Previous IDs: PF10_0361"
"PF3D7_1037000","PF3D7_1037000.1","DNA polymerase zeta catalytic subunit, putative","Previous IDs: PF10_0362"
"PF3D7_1037100","PF3D7_1037100.1","pyruvate kinase 2","Previous IDs: PF10_0363"
"PF3D7_1037200","PF3D7_1037200.1","conserved Plasmodium protein, unknown function","Previous IDs: PF10_0364;PF10_0365"
"PF3D7_1037300","PF3D7_1037300.1","ADP/ATP transporter on adenylate translocase","Previous IDs: PF10_0366"
"PF3D7_1037400","PF3D7_1037400.1","conserved Plasmodium protein, unknown function","Previous IDs: PF10_0367"
"PF3D7_1037500","PF3D7_1037500.1","dynamin-like protein","Previous IDs: PF10_0368"
"PF3D7_1037600","PF3D7_1037600.1","TFIIH basal transcription factor complex helicase XPB subunit, putative","Previous IDs: PF10_0369"
"PF3D7_1037700","PF3D7_1037700.1","enhancer of rudimentary homolog, putative","Previous IDs: PF10_0370"
"PF3D7_1037800","PF3D7_1037800.1","dynein intermediate chain, putative","Previous IDs: PF10_0371"
"PF3D7_1037900","PF3D7_1037900.1","conserved Plasmodium protein, unknown function","Previous IDs: PF10_0415"
"PF3D7_1038000","PF3D7_1038000.1","antigen UB05","Previous IDs: PF10_0372;PF3D7_1038000.1;PF3D7_1038000.2"
"PF3D7_1038000","PF3D7_1038000.2","antigen UB05","Previous IDs: PF10_0372;PF3D7_1038000.1;PF3D7_1038000.2"
"PF3D7_1038100","PF3D7_1038100.1","GDP dissociation inhibitor, putative","Previous IDs: PF10_0373"
"PF3D7_1038200","PF3D7_1038200.1","conserved Plasmodium protein, unknown function","Previous IDs: PF10_0373a"
"PF3D7_1038300","PF3D7_1038300.1","conserved Plasmodium protein, unknown function","Previous IDs: PF10_0420"
"PF3D7_1038400","PF3D7_1038400.1","gametocyte-specific protein","Previous IDs: 2296.t00404;PF10_0374"
"PF3D7_1038500","PF3D7_1038500.1","Plasmodium exported protein, unknown function","Previous IDs: PF10_0375"
"PF3D7_1038600","PF3D7_1038600.1","Plasmodium exported protein, unknown function","Previous IDs: PF10_0376"
"PF3D7_1038700","PF3D7_1038700.1","Plasmodium exported protein, unknown function","Previous IDs: PF10_0377"
"PF3D7_1038800","PF3D7_1038800.1","RESA-like protein with PHIST and DnaJ domains","Previous IDs: PF10_0378"
"PF3D7_1038900","PF3D7_1038900.1","esterase, putative","Previous IDs: PF10_0379"
"PF3D7_1039000","PF3D7_1039000.1","serine/threonine protein kinase, FIKK family","Previous IDs: PF10_0380"
"PF3D7_1039100","PF3D7_1039100.1","DnaJ protein, putative, pseudogene","Previous IDs: PF10_0381;PF10_0382"
"PF3D7_1039200","PF3D7_1039200.1","Plasmodium exported protein, unknown function, pseudogene","Previous IDs: PF10_0382a"
"PF3D7_1039400","PF3D7_1039400.1","erythrocyte membrane protein 1 (PfEMP1), pseudogene","Previous IDs: PF10_0384;PF10_0385;PF10_0387"
"PF3D7_1039600","PF3D7_1039600.1","exported protein family 1, pseudogene","Previous IDs: PF10_0388;PF10_0389"
"PF3D7_1039700","PF3D7_1039700.1","Pfmc-2TM Maurer's cleft two transmembrane protein","Previous IDs: PF10_0390"
"PF3D7_1039800","PF3D7_1039800.1","exported protein family 3","Previous IDs: PF10_0391"
"PF3D7_1039900","PF3D7_1039900.1","exported protein family 4","Previous IDs: PF10_0392"
"PF3D7_1040000","PF3D7_1040000.1","rifin","Previous IDs: PF10_0393"
"PF3D7_1040100","PF3D7_1040100.1","rifin","Previous IDs: PF10_0394"
"PF3D7_1040200","PF3D7_1040200.1","stevor","Previous IDs: PF10_0395"
"PF3D7_1040300","PF3D7_1040300.1","rifin","Previous IDs: PF10_0396"
"PF3D7_1040400","PF3D7_1040400.1","rifin","Previous IDs: PF10_0397"
"PF3D7_1040500","PF3D7_1040500.1","rifin","Previous IDs: PF10_0398"
"PF3D7_1040600","PF3D7_1040600.1","rifin","Previous IDs: PF10_0399"
"PF3D7_1040700","PF3D7_1040700.1","rifin","Previous IDs: PF10_0400"
"PF3D7_1040800","PF3D7_1040800.1","rifin","Previous IDs: PF10_0401"
"PF3D7_1040900","PF3D7_1040900.1","rifin","Previous IDs: PF10_0402"
"PF3D7_1041000","PF3D7_1041000.1","rifin","Previous IDs: PF10_0403"
"PF3D7_1041100","PF3D7_1041100.1","rifin","Previous IDs: PF10_0404"
"PF3D7_1041200","PF3D7_1041200.1","rifin","Previous IDs: PF10_0405"
"PF3D7_1041300","PF3D7_1041300.1","erythrocyte membrane protein 1, PfEMP1","Previous IDs: 1398.t00021;PF10_0406"
"PF3D7_1100100","PF3D7_1100100.1","erythrocyte membrane protein 1, PfEMP1","Previous IDs: PF11_0007"
"PF3D7_1100200","PF3D7_1100200.1","erythrocyte membrane protein 1, PfEMP1","Previous IDs: PF11_0008"
"PF3D7_1100300","PF3D7_1100300.1","rifin","Previous IDs: PF11_0009"
"PF3D7_1100400","PF3D7_1100400.1","rifin","Previous IDs: PF11_0010"
"PF3D7_1100500","PF3D7_1100500.1","rifin","Previous IDs: PF11_0011"
"PF3D7_1100600","PF3D7_1100600.1","Plasmodium exported protein (PHISTa), unknown function, pseudogene","Previous IDs: PF11_0012"
"PF3D7_1100700","PF3D7_1100700.1","stevor, pseudogene","Previous IDs: PF11_0013"
"PF3D7_1100800","PF3D7_1100800.1","Pfmc-2TM Maurer's cleft two transmembrane protein","Previous IDs: PF11_0014"
"PF3D7_1100900","PF3D7_1100900.1","exported protein family 1, pseudogene","Previous IDs: PF11_0015;PF11_0016"
"PF3D7_1101000","PF3D7_1101000.1","erythrocyte membrane protein 1 (PfEMP1), pseudogene","Previous IDs: PF11_0522"
"PF3D7_1101100","PF3D7_1101100.1","rifin","Previous IDs: PF11_0529"
"PF3D7_1101200","PF3D7_1101200.1","rifin","Previous IDs: PF11_0020"
"PF3D7_1101300","PF3D7_1101300.1","rifin","Previous IDs: PF11_0021"
"PF3D7_1101400","PF3D7_1101400.1","rifin, pseudogene","Previous IDs: PF11_0022"
"PF3D7_1101500","PF3D7_1101500.1","exported protein family 4","Previous IDs: PF11_0023"
"PF3D7_1101600","PF3D7_1101600.1","exported protein family 3","Previous IDs: 2297.t00488;PF11_0024"
"PF3D7_1101700","PF3D7_1101700.1","Pfmc-2TM Maurer's cleft two transmembrane protein","Previous IDs: PF11_0025"
"PF3D7_1101800","PF3D7_1101800.1","exported protein family 1","Previous IDs: PF11_0026"
"PF3D7_1101900","PF3D7_1101900.1","erythrocyte membrane protein 1 (PfEMP1), pseudogene","Previous IDs: PF11_0523"
"PF3D7_1102100","PF3D7_1102100.1","Plasmodium exported protein, unknown function, pseudogene","Previous IDs: PF11_0033a"
"PF3D7_1102200","PF3D7_1102200.1","DnaJ protein, putative","Previous IDs: PF11_0034"
"PF3D7_1102300","PF3D7_1102300.1","Plasmodium exported protein, unknown function","Previous IDs: PF11_0035"
"PF3D7_1102400","PF3D7_1102400.1","phosphopantothenate--cysteine ligase, putative","Previous IDs: PF11_0036"
"PF3D7_1102500","PF3D7_1102500.1","Plasmodium exported protein (PHISTb), unknown function","Previous IDs: PF11_0037"
"PF3D7_1102600","PF3D7_1102600.1","Plasmodium exported protein, unknown function","Previous IDs: PF11_0038"
"PF3D7_1102700","PF3D7_1102700.1","early transcribed membrane protein 11.1","Previous IDs: PF11_0039"
"PF3D7_1102800","PF3D7_1102800.1","early transcribed membrane protein 11.2","Previous IDs: PF11_0040"
"PF3D7_1102900","PF3D7_1102900.1","Plasmodium exported protein (hyp11), unknown function","Previous IDs: PF11_0041"
"PF3D7_1103000","PF3D7_1103000.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0042"
"PF3D7_1103100","PF3D7_1103100.1","60S acidic ribosomal protein P1, putative","Previous IDs: PF11_0043"
"PF3D7_1103200","PF3D7_1103200.1","tRNA Glycine","Previous IDs: 1396.pre-trna-gly-1;1399.pre-tRNA-Gly-1;MAL11_tRNA_Gly1;MAL11_tRNA_Gly1:tRNA;MAL14_tRNA_Gly1"
"PF3D7_1103300","PF3D7_1103300.1","tRNA Leucine","Previous IDs: 1399.pre-trna-leu-1;MAL11_tRNA.Leu1;MAL11_tRNA_Leu1;MAL11_tRNA_Leu1:tRNA"
"PF3D7_1103400","PF3D7_1103400.1","FeS cluster assembly protein SufD","Previous IDs: PF11_0044"
"PF3D7_1103500","PF3D7_1103500.1","CPW-WPC family protein","Previous IDs: PF11_0045;PF11_0046"
"PF3D7_1103600","PF3D7_1103600.1","actin-like protein, putative","Previous IDs: PF11_0047"
"PF3D7_1103700","PF3D7_1103700.1","casein kinase II beta chain","Previous IDs: PF11_0048"
"PF3D7_1103800","PF3D7_1103800.1","CCR4-NOT transcription complex subunit 1, putative","Previous IDs: PF11_0049"
"PF3D7_1103900","PF3D7_1103900.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0050"
"PF3D7_1104000","PF3D7_1104000.1","phenylalanine--tRNA ligase beta subunit","Previous IDs: PF11_0051"
"PF3D7_1104100","PF3D7_1104100.1","syntaxin, Qa-SNARE family","Previous IDs: PF11_0052"
"PF3D7_1104200","PF3D7_1104200.1","chromatin remodeling protein","Previous IDs: PF11_0053"
"PF3D7_1104300","PF3D7_1104300.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0054"
"PF3D7_1104400","PF3D7_1104400.1","thioredoxin-like mero protein","Previous IDs: PF11_0055"
"PF3D7_1104500","PF3D7_1104500.1","WD repeat-containing protein, putative","Previous IDs: PF11_0056"
"PF3D7_1104600","PF3D7_1104600.1","radial spoke head protein, putative","Previous IDs: PF11_0057"
"PF3D7_1104700","PF3D7_1104700.1","DNA-directed RNA polymerase III subunit RPC8, putative","Previous IDs: PF11_0058;PF3D7_1104700.1;PF3D7_1104700.2"
"PF3D7_1104700","PF3D7_1104700.2","DNA-directed RNA polymerase III subunit RPC8, putative","Previous IDs: PF11_0058;PF3D7_1104700.1;PF3D7_1104700.2"
"PF3D7_1104800","PF3D7_1104800.1","metabolite/drug transporter, putative","Previous IDs: PF11_0059"
"PF3D7_1104900","PF3D7_1104900.1","calcium/calmodulin-dependent protein kinase, putative","Previous IDs: PF11_0060"
"PF3D7_1105000","PF3D7_1105000.1","histone H4","Previous IDs: PF11_0061"
"PF3D7_1105100","PF3D7_1105100.1","histone H2B","Previous IDs: PF11_0062"
"PF3D7_1105200","PF3D7_1105200.1","WD repeat-containing protein WRAP73, putative","Previous IDs: PF11_0063"
"PF3D7_1105300","PF3D7_1105300.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0064"
"PF3D7_1105400","PF3D7_1105400.1","40S ribosomal protein S4, putative","Previous IDs: PF11_0065"
"PF3D7_1105500","PF3D7_1105500.1","centrin-4","Previous IDs: PF11_0066"
"PF3D7_1105600","PF3D7_1105600.1","translocon component PTEX88","Previous IDs: PF11_0067"
"PF3D7_1105700","PF3D7_1105700.1","tRNA-splicing ligase RtcB, putative","Previous IDs: PF11_0068"
"PF3D7_1105800","PF3D7_1105800.1","conserved Apicomplexan protein, unknown function","Previous IDs: PF11_0069"
"PF3D7_1105900","PF3D7_1105900.1","conserved Plasmodium membrane protein, unknown function","Previous IDs: PF11_0070"
"PF3D7_1106000","PF3D7_1106000.1","RuvB-like helicase 2","Previous IDs: PF11_0071"
"PF3D7_1106100","PF3D7_1106100.1","apicoplast ribosomal protein S15 precursor, putative","Previous IDs: PF11_0072"
"PF3D7_1106200","PF3D7_1106200.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0073"
"PF3D7_1106300","PF3D7_1106300.1","exonuclease, putative","Previous IDs: PF11_0074"
"PF3D7_1106400","PF3D7_1106400.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0075"
"PF3D7_1106500","PF3D7_1106500.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0076"
"PF3D7_1106600","PF3D7_1106600.1","DEAD/DEAH box helicase, putative","Previous IDs: PF11_0077"
"PF3D7_1106700","PF3D7_1106700.1","DNA replication ATP-dependent helicase/nuclease DNA2, putative","Previous IDs: PF11_0078"
"PF3D7_1106800","PF3D7_1106800.1","protein kinase, putative","Previous IDs: PF11_0079"
"PF3D7_1106900","PF3D7_1106900.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0080"
"PF3D7_1107000","PF3D7_1107000.1","U6 snRNA-associated Sm-like protein LSm4, putative","Previous IDs: PF11_0524"
"PF3D7_1107100","PF3D7_1107100.1","nucleic acid binding protein, putative","Previous IDs: PF11_0083"
"PF3D7_1107200","PF3D7_1107200.1","conserved protein, unknown function","Previous IDs: PF11_0084;PF11_0085"
"PF3D7_1107300","PF3D7_1107300.1","polyadenylate-binding protein-interacting protein 1, putative","Previous IDs: PF11_0086"
"PF3D7_1107400","PF3D7_1107400.1","DNA repair protein RAD51","Previous IDs: PF11_0087"
"PF3D7_1107500","PF3D7_1107500.1","prefoldin, putative","Previous IDs: PF11_0088"
"PF3D7_1107600","PF3D7_1107600.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0089"
"PF3D7_1107700","PF3D7_1107700.1","pescadillo homolog","Previous IDs: PF11_0090"
"PF3D7_1107800","PF3D7_1107800.1","AP2 domain transcription factor, putative","Previous IDs: PF11_0091"
"PF3D7_1107900","PF3D7_1107900.1","mechanosensitive ion channel protein, putative","Previous IDs: 1399.t00435;PF11_0092"
"PF3D7_1108000","PF3D7_1108000.1","IWS1-like protein, putative","Previous IDs: PF11_0093"
"PF3D7_1108100","PF3D7_1108100.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0094"
"PF3D7_1108200","PF3D7_1108200.1","D-tyrosyl-tRNA(Tyr) deacylase","Previous IDs: PF11_0095"
"PF3D7_1108300","PF3D7_1108300.1","pterin-4a-carbinolamine dehydratase","Previous IDs: PF11_0095a"
"PF3D7_1108400","PF3D7_1108400.1","casein kinase 2, alpha subunit","Previous IDs: PF11_0096"
"PF3D7_1108500","PF3D7_1108500.1","succinyl-CoA synthetase alpha subunit, putative","Previous IDs: PF11_0097"
"PF3D7_1108600","PF3D7_1108600.1","endoplasmic reticulum-resident calcium binding protein","Previous IDs: PF11_0098"
"PF3D7_1108700","PF3D7_1108700.1","heat shock protein J2","Previous IDs: PF11_0099"
"PF3D7_1108800","PF3D7_1108800.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0100"
"PF3D7_1108900","PF3D7_1108900.1","tetratricopeptide repeat protein, putative","Previous IDs: PF11_0101"
"PF3D7_1109000","PF3D7_1109000.1","small nucleolar RNA snoR07","Previous IDs: PF11_0102;PF11_0102.1"
"PF3D7_1109100","PF3D7_1109100.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0540a"
"PF3D7_1109200","PF3D7_1109200.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0540"
"PF3D7_1109300","PF3D7_1109300.1","small nucleolar RNA snR61/Z1/Z11","Previous IDs: PF11_0541;PF11_0541.1"
"PF3D7_1109400","PF3D7_1109400.1","essential nuclear protein 1, putative","Previous IDs: PF11_0105"
"PF3D7_1109500","PF3D7_1109500.1","small nucleolar RNA snoR09","Previous IDs: PF11_0542;PF11_0542.1"
"PF3D7_1109600","PF3D7_1109600.1","small nucleolar RNA SNORD127","Previous IDs: PF11_0543;PF11_0543.1"
"PF3D7_1109700","PF3D7_1109700.1","small nucleolar RNA snoR11","Previous IDs: PF3D7_11_snoR11;PF3D7_11_snoR11.1"
"PF3D7_1109800","PF3D7_1109800.1","small nucleolar RNA snoR12","Previous IDs: PF11_0544;PF11_0544.1"
"PF3D7_1109900","PF3D7_1109900.1","60S ribosomal protein L36","Previous IDs: PF11_0106"
"PF3D7_1110000","PF3D7_1110000.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0550"
"PF3D7_1110100","PF3D7_1110100.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0107"
"PF3D7_1110200","PF3D7_1110200.1","pre-mRNA-processing factor 6, putative","Previous IDs: PF11_0108"
"PF3D7_1110300","PF3D7_1110300.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0109;PF11_0110"
"PF3D7_1110400","PF3D7_1110400.1","RNA-binding protein, putative","Previous IDs: PF11_0111"
"PF3D7_1110500","PF3D7_1110500.1","vacuolar protein sorting-associated protein 35, putative","Previous IDs: PF11_0112"
"PF3D7_1110600","PF3D7_1110600.1","mitochondrial ribosomal protein L11 precursor, putative","Previous IDs: PF11_0113"
"PF3D7_1110700","PF3D7_1110700.1","actin-like protein, putative","Previous IDs: PF11_0114"
"PF3D7_1110800","PF3D7_1110800.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0114a"
"PF3D7_1110900","PF3D7_1110900.1","ES2 protein, putative","Previous IDs: PF11_0115"
"PF3D7_1111000","PF3D7_1111000.1","tRNA m5C-methyltransferase, putative","Previous IDs: PF11_0116"
"PF3D7_1111100","PF3D7_1111100.1","replication factor C subunit 5, putative","Previous IDs: PF11_0117"
"PF3D7_1111200","PF3D7_1111200.1","conserved protein, unknown function","Previous IDs: PF11_0118"
"PF3D7_1111300","PF3D7_1111300.1","protein transport protein BOS1, putative","Previous IDs: PF11_0119"
"PF3D7_1111400","PF3D7_1111400.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0120"
"PF3D7_1111500","PF3D7_1111500.1","acylphosphatase, putative","Previous IDs: PF11_0121"
"PF3D7_1111600","PF3D7_1111600.1","endonuclease/exonuclease/phosphatase family protein, putative","Previous IDs: PF11_0122"
"PF3D7_1111700","PF3D7_1111700.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0123"
"PF3D7_1111800","PF3D7_1111800.1","peptidyl-prolyl cis-trans isomerase, putative","Previous IDs: PF11_0124"
"PF3D7_1111900","PF3D7_1111900.1","Josephin domain-containing protein, putative","Previous IDs: PF11_0125"
"PF3D7_1112000","PF3D7_1112000.1","conserved protein, unknown function","Previous IDs: PF11_0126"
"PF3D7_1112100","PF3D7_1112100.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0127"
"PF3D7_1112200","PF3D7_1112200.1","ubiquinone biosynthesis protein COQ4, putative","Previous IDs: PF11_0128"
"PF3D7_1112300","PF3D7_1112300.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0129"
"PF3D7_1112400","PF3D7_1112400.1","nucleic acid binding protein, putative","Previous IDs: PF11_0130"
"PF3D7_1112500","PF3D7_1112500.1","RNA transcription, translation and transport factor protein, putative","Previous IDs: PF11_0526"
"PF3D7_1112600","PF3D7_1112600.1","ATPase, putative","Previous IDs: PF11_0131"
"PF3D7_1112700","PF3D7_1112700.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0527"
"PF3D7_1112800","PF3D7_1112800.1","conserved protein, unknown function","Previous IDs: PF11_0134"
"PF3D7_1112900","PF3D7_1112900.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0135;PF11_0136"
"PF3D7_1113000","PF3D7_1113000.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0528"
"PF3D7_1113100","PF3D7_1113100.1","protein tyrosine phosphatase","Previous IDs: PF11_0139"
"PF3D7_1113200","PF3D7_1113200.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0140"
"PF3D7_1113300","PF3D7_1113300.1","UDP-galactose transporter, putative","Previous IDs: PF11_0141"
"PF3D7_1113400","PF3D7_1113400.1","ubiquitin domain-containing protein DSK2, putative","Previous IDs: PF11_0142"
"PF3D7_1113500","PF3D7_1113500.1","GTP-binding protein, putative","Previous IDs: PF11_0143"
"PF3D7_1113600","PF3D7_1113600.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0144"
"PF3D7_1113700","PF3D7_1113700.1","glyoxalase I","Previous IDs: PF11_0145"
"PF3D7_1113800","PF3D7_1113800.1","conserved Plasmodium membrane protein, unknown function","Previous IDs: PF11_0146"
"PF3D7_1113900","PF3D7_1113900.1","mitogen-activated protein kinase 2","Previous IDs: PF11_0147"
"PF3D7_1114000","PF3D7_1114000.1","dynein light chain Tctex-type, putative","Previous IDs: PF11_0148"
"PF3D7_1114100","PF3D7_1114100.1","rhomboid protease ROM1","Previous IDs: PF11_0149;PF11_0150;PF3D7_1114100.1;PF3D7_1114100.2"
"PF3D7_1114100","PF3D7_1114100.2","rhomboid protease ROM1","Previous IDs: PF11_0149;PF11_0150;PF3D7_1114100.1;PF3D7_1114100.2"
"PF3D7_1114200","PF3D7_1114200.1","GTPase-activating protein, putative","Previous IDs: PF11_0151;PF11_0152"
"PF3D7_1114300","PF3D7_1114300.1","unspecified product","Previous IDs: PF11TR003;PF11TR003:ncRNA"
"PF3D7_1114400","PF3D7_1114400.1","RAP protein, putative","Previous IDs: PF11_0153"
"PF3D7_1114500","PF3D7_1114500.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0154"
"PF3D7_1114600","PF3D7_1114600.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0155"
"PF3D7_1114700","PF3D7_1114700.1","serine/threonine protein kinase, putative","Previous IDs: PF11_0156"
"PF3D7_1114800","PF3D7_1114800.1","glycerol-3-phosphate dehydrogenase, putative","Previous IDs: PF11_0157"
"PF3D7_1114900","PF3D7_1114900.1","conserved protein, unknown function","Previous IDs: PF11_0158"
"PF3D7_1115000","PF3D7_1115000.1","conserved protein, unknown function","Previous IDs: PF11_0159"
"PF3D7_1115100","PF3D7_1115100.1","conserved protein, unknown function","Previous IDs: PF11_0525;PF11_0535"
"PF3D7_1115200","PF3D7_1115200.1","histone-lysine N-methyltransferase SET7","Previous IDs: PF11_0160"
"PF3D7_1115300","PF3D7_1115300.1","cysteine proteinase falcipain 2b","Previous IDs: PF11_0161"
"PF3D7_1115400","PF3D7_1115400.1","cysteine proteinase falcipain 3","Previous IDs: PF11_0162"
"PF3D7_1115500","PF3D7_1115500.1","AP2 domain transcription factor, putative","Previous IDs: PF11_0163"
"PF3D7_1115600","PF3D7_1115600.1","peptidyl-prolyl cis-trans isomerase","Previous IDs: PF11_0164"
"PF3D7_1115700","PF3D7_1115700.1","cysteine proteinase falcipain 2a","Previous IDs: PF11_0165"
"PF3D7_1115800","PF3D7_1115800.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0166"
"PF3D7_1115900","PF3D7_1115900.1","palmitoyltransferase DHHC9","Previous IDs: PF11_0167"
"PF3D7_1116000","PF3D7_1116000.1","rhoptry neck protein 4","Previous IDs: PF11_0168"
"PF3D7_1116100","PF3D7_1116100.1","serine esterase, putative","Previous IDs: PF11_0168;PF11_0168a"
"PF3D7_1116200","PF3D7_1116200.1","pyridoxine biosynthesis protein PDX2","Previous IDs: PF11_0169;PF3D7_1116200.1;PF3D7_1116200.2"
"PF3D7_1116200","PF3D7_1116200.2","pyridoxine biosynthesis protein PDX2","Previous IDs: PF11_0169;PF3D7_1116200.1;PF3D7_1116200.2"
"PF3D7_1116300","PF3D7_1116300.1","peptidyl-prolyl cis-trans isomerase","Previous IDs: PF11_0170"
"PF3D7_1116400","PF3D7_1116400.1","guanine nucleotide-exchange factor SEC12","Previous IDs: PF11_0171"
"PF3D7_1116500","PF3D7_1116500.1","folate transporter 2","Previous IDs: PF11_0172"
"PF3D7_1116600","PF3D7_1116600.1","dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3, putative","Previous IDs: PF11_0173"
"PF3D7_1116700","PF3D7_1116700.1","dipeptidyl aminopeptidase 1","Previous IDs: PF11_0174"
"PF3D7_1116800","PF3D7_1116800.1","heat shock protein 101","Previous IDs: PF11_0175"
"PF3D7_1116900","PF3D7_1116900.1","conserved protein, unknown function","Previous IDs: PF11_0175a"
"PF3D7_1117000","PF3D7_1117000.1","conserved Plasmodium membrane protein, unknown function","Previous IDs: PF11_0176"
"PF3D7_1117100","PF3D7_1117100.1","ubiquitin carboxyl-terminal hydrolase UCH54","Previous IDs: PF11_0177"
"PF3D7_1117200","PF3D7_1117200.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0178"
"PF3D7_1117300","PF3D7_1117300.1","conserved protein, unknown function","Previous IDs: PF11_0179"
"PF3D7_1117400","PF3D7_1117400.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0180"
"PF3D7_1117500","PF3D7_1117500.1","tyrosine--tRNA ligase","Previous IDs: PF11_0181"
"PF3D7_1117600","PF3D7_1117600.1","peptidyl-tRNA hydrolase ICT1","Previous IDs: PF11_0182;PF3D7_1117600.1;PF3D7_1117600.2"
"PF3D7_1117600","PF3D7_1117600.2","peptidyl-tRNA hydrolase ICT1","Previous IDs: PF11_0182;PF3D7_1117600.1;PF3D7_1117600.2"
"PF3D7_1117700","PF3D7_1117700.1","GTP-binding nuclear protein RAN/TC4","Previous IDs: PF11_0183"
"PF3D7_1117800","PF3D7_1117800.1","DNA mismatch repair protein MLH","Previous IDs: PF11_0184"
"PF3D7_1117900","PF3D7_1117900.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0185"
"PF3D7_1118000","PF3D7_1118000.1","conserved Plasmodium protein, unknown function","Previous IDs: PF11_0186"
"PF3D7_1118100","PF3D7_1118100.1","AP-1 complex subunit sigma, putative","Previous IDs: PF11_0187"
"PF3D7_1118200","PF3D7_1118200.1","heat shock protein 90, putative","Previous IDs: PF11_0188"
"PF3D7_1118300","PF3D7_1118300.1","insulinase, putative","Previous IDs: PF11_0189"
"PF3D7_1118400","PF3D7_1118400.1","haloacid dehalogenase-like hydrolase, putative","Previous IDs: PF11_0190"
"PF3D7_1118500","PF3D7_1118500.1","nucleolar protein 56, putative","Previous IDs: PF11_0191"
"PF3D7_1118600","PF3D7_1118600.1","histone acetyltransferase MYST","Previous IDs: PF11_0192"
"PF3D7_1118700","PF3D7_1118700.1","myosin light chain B","Previous IDs: PF11_0193;PF11_0194"
"PF3D7_1118800","PF3D7_1118800.1","actin-related protein 2/3 complex subunit 1, putative","Previous IDs: PF11_0195"
"PF3D7_1118900","PF3D7_1118900.1","conserved protein, unknown function","Previous IDs: PF11_0196"
"PF3D7_1119000","PF3D7_1119000.1","acyl-CoA-binding protein, putative","Previous IDs: PF11_0197"
